seed,split,task,component,MAE macro [std],MAE pooled [std],RMSE pooled [std],R2 pooled [std],MAE macro [physical],MAE pooled [physical],RMSE pooled [physical],R2 pooled [physical],MAPE macro [%],N cells,N points
44,test,R2,SOC10_R2,0.2568492763807928,0.27317617149408874,0.5424212196489698,0.8344841832927107,0.3660773665515078,0.38109126849106845,0.7288914395849284,0.8253874089855346,3.784986654608834,45,603
44,test,R2,SOC50_R2,0.21999002793646166,0.22243094998472082,0.41003204493154616,0.8306961624317435,0.11762168852657544,0.11981260423164149,0.23634202446606606,0.8107229527324505,2.3429162727898953,45,599
44,test,R2,SOC90_R2,0.18397819054798614,0.1841101493394017,0.27702654824430434,0.8309758435638417,0.21686702442372352,0.22236256398918183,0.3542460181005783,0.7985965768898879,3.7223553475825235,39,379
45,val,R2,SOC10_R2,0.2818548137380026,0.28547179811025974,0.5922806338217105,0.8364858708181145,0.43885473510588846,0.4436866338238818,1.0159743200772853,0.7632187754386521,4.152711473504071,45,634
45,val,R2,SOC50_R2,0.2936658127313861,0.2955471023477407,0.622999720766832,0.6978128366789459,0.1670963076324243,0.16967941075710377,0.3998101505964974,0.629054374297823,3.027871179231392,45,630
45,val,R2,SOC90_R2,0.2127179140628463,0.1951883370690633,0.32100010266218226,0.7830626420897914,0.2644998160432272,0.24146824623938076,0.4526104692564635,0.7155777030312576,4.44413015718926,42,382
45,test,R2,SOC10_R2,0.2772350043099571,0.29730411325419204,0.6554351394254928,0.7583284085627195,0.3856408615561734,0.4048262501787703,0.849252881684637,0.7629587570858656,4.128571104601818,45,603
45,test,R2,SOC50_R2,0.24195493912363852,0.24333108776512918,0.41280998162177157,0.8283943495671691,0.12838337047500062,0.13002370984942038,0.23488697427146835,0.8130463636915584,2.628604541750453,45,599
45,test,R2,SOC90_R2,0.1731050466517186,0.1845480700215143,0.25754514977273457,0.8539126044538077,0.2055461129624632,0.22393178107773618,0.3290373289055414,0.8262410293893252,3.5946728026142556,39,379
46,val,R2,SOC10_R2,0.2862826577512128,0.28234708100507383,0.5665992182318337,0.850358462132005,0.44853681516044563,0.44316266371001783,0.9959172692588585,0.7724754170740857,4.183153140474184,45,634
46,val,R2,SOC50_R2,0.28729375338700136,0.2884152838217449,0.6207918016447963,0.6999509516823759,0.16397133583886303,0.16616477091316362,0.398579034787157,0.6313353264544088,2.9603685083013875,45,630
46,val,R2,SOC90_R2,0.21739559822988958,0.1895300550142508,0.3195873608995219,0.7849679502296129,0.2691262498754848,0.23488932930557463,0.4465327696214126,0.7231649210691788,4.459453591593381,42,382
46,test,R2,SOC10_R2,0.29177371251460527,0.31315469527215534,0.6314669087073123,0.7756803322156963,0.40614652798129497,0.42672719975307255,0.8274751267171455,0.7749599822310023,4.237066169665803,45,603
46,test,R2,SOC50_R2,0.23762738025690422,0.24026829774076747,0.4128083391963613,0.8283957150812442,0.12733249410669809,0.1298701757864581,0.2367892369713197,0.8100059651516773,2.564022183269649,45,599
46,test,R2,SOC90_R2,0.18174676414885235,0.1748888740515076,0.2618683697794425,0.848966917968698,0.2155710746841418,0.2123071243174552,0.3396795020907078,0.8148193630388747,3.687445696334897,39,379
