Battery_ID,筛选分类,split,ordinal,SOH,capacity_SOH,SOC10_R0,SOC50_R0,SOC90_R0,SOC10_R1,SOC50_R1,SOC90_R1,SOC10_R2,SOC50_R2,SOC90_R2
149,A完整,val,8,82.9,82.9,23.14910796895442,21.408675128345884,28.94612274637562,16.462458401710265,9.975292330793057,14.591304716255046,9.978168787322783,4.37584025050402,4.454367782522586
149,A完整,val,9,81.5,81.5,23.839205979857716,21.91671615243732,29.39210716698772,16.612661663912064,10.020864992905343,16.218454844721062,9.968041048643268,4.390849092855434,4.565941049175158
149,A完整,val,10,80.2,80.2,24.558112385225527,22.37329037357336,30.83100957968042,16.6318138588083,10.175369539513108,16.723875973834943,9.911479914165117,4.440535869735404,4.715659139273868
149,A完整,val,11,78.9,78.9,25.306133390344765,23.4568527901791,31.381363919926542,16.751250190642292,9.959313166295034,18.354891181538434,9.920769673359963,4.473704167442367,4.775890615033248
149,A完整,val,12,77.7,77.7,26.204066133999234,24.0583748170965,32.981836567365654,16.622173388960377,10.43570544767396,18.72204176265958,9.848764329595305,4.523160062602505,4.915919283063345
149,A完整,val,13,76.5,76.5,26.752335223383938,24.6589282926348,30.410533537108805,16.822517141391096,10.642642982880258,23.230616698648884,9.78284029558862,4.520871176596692,5.0383683996281
149,A完整,val,14,75.5,75.5,31.64273045564012,26.353879951813177,28.351465808369152,18.92689014148565,16.91307778360011,37.73384945711629,10.725465593448302,5.246856124332712,5.845167383575545
149,A完整,val,15,74.3,74.3,26.997564375989086,26.316132389294925,25.561034962524523,18.324459295874703,10.796794725822991,32.323914719703765,9.714871375677522,4.592348979110303,5.290572183328339
149,A完整,val,16,73.5,73.5,28.63648652612685,26.574829308466008,32.68552980162342,17.410603130498473,11.446991701755495,26.94364241750816,9.759134201820928,4.597317596634981,5.388737914529772
149,A完整,val,17,72.6,72.6,28.969203742552637,25.68346948240561,31.699124747882607,17.85239286332865,12.645334539177794,29.58483825553209,9.602745117616676,4.631778218582551,5.508955511643408
